Date,Day,Time,Order ID,Table Number,Item Name,Category,Quantity,Unit Price,Total Sale,Payment Method,Server Name,Customer Type,Dine Type
2024-02-26,Monday,07:50 PM,ORD1430,17,Lemonade,Drink,1,2.99,2.99,Card,Diana,New,Delivery
2024-03-29,Friday,04:43 PM,ORD1431,4,Iced Tea,Drink,4,2.79,11.16,Online,Diana,Returning,Delivery
2024-01-03,Wednesday,10:12 AM,ORD1432,19,Chocolate Cake,Dessert,4,5.99,23.96,Cash,Carlos,Returning,Delivery
2024-03-07,Thursday,01:11 PM,ORD1433,8,Chicken Wings,Side,3,8.99,26.97,Card,Diana,Returning,Takeaway
2024-02-17,Saturday,06:30 PM,ORD1434,14,Coffee,Drink,2,2.5,5.0,Online,Carlos,Returning,Takeaway
2024-03-12,Tuesday,05:41 PM,ORD1435,5,Iced Tea,Drink,5,2.79,13.95,Online,Bob,New,Delivery
2024-03-10,Sunday,02:01 PM,ORD1436,13,Chicken Wings,Side,4,8.99,35.96,Cash,Bob,New,Takeaway
2024-01-03,Wednesday,01:00 PM,ORD1437,5,Coffee,Drink,4,2.5,10.0,Online,Carlos,Returning,Takeaway
2024-03-05,Tuesday,07:35 PM,ORD1438,4,Cheeseburger,Main,4,10.49,41.96,Online,Bob,New,Dine-in
2024-03-06,Wednesday,06:07 PM,ORD1439,11,French Fries,Side,4,4.5,18.0,Card,Carlos,Returning,Delivery
2024-05-22,Wednesday,02:23 PM,ORD1440,14,Mozzarella Sticks,Side,1,4.99,4.99,Cash,Carlos,New,Delivery
2024-05-27,Monday,09:05 PM,ORD1441,10,Chicken Wings,Side,2,8.99,17.98,Card,Carlos,Returning,Delivery
2024-04-24,Wednesday,11:20 AM,ORD1442,10,Orange Juice,Drink,5,3.29,16.45,Card,Bob,New,Delivery
2024-03-27,Wednesday,05:11 PM,ORD1443,3,Orange Juice,Drink,1,3.29,3.29,Cash,Carlos,New,Takeaway
2024-03-22,Friday,09:08 PM,ORD1444,20,Spaghetti Bolognese,Main,3,13.49,40.47,Online,Diana,Returning,Takeaway
2024-04-02,Tuesday,08:01 PM,ORD1445,14,Fish Tacos,Main,4,12.59,50.36,Cash,Bob,New,Dine-in
2024-03-01,Friday,09:17 PM,ORD1446,7,Veggie Pizza,Main,1,11.99,11.99,Cash,Diana,New,Dine-in
2024-01-17,Wednesday,06:04 PM,ORD1447,1,Chicken Wings,Side,1,8.99,8.99,Card,Alice,New,Takeaway
2024-06-07,Friday,12:39 PM,ORD1448,10,Caesar Salad,Side,4,6.99,27.96,Cash,Bob,Returning,Takeaway
2024-06-09,Sunday,12:09 PM,ORD1449,6,Lemonade,Drink,5,2.99,14.95,Cash,Alice,Returning,Takeaway
2024-05-01,Wednesday,05:58 PM,ORD1450,18,Chicken Wings,Side,3,8.99,26.97,Card,Bob,New,Delivery
2024-06-01,Saturday,05:47 PM,ORD1451,18,Coffee,Drink,5,2.5,12.5,Card,Carlos,Returning,Delivery
2024-02-28,Wednesday,11:31 AM,ORD1452,12,Tiramisu,Dessert,3,6.49,19.47,Card,Carlos,New,Takeaway
2024-01-03,Wednesday,10:00 AM,ORD1453,12,Fish Tacos,Main,2,12.59,25.18,Card,Diana,New,Delivery
2024-05-05,Sunday,06:08 PM,ORD1454,14,Spaghetti Bolognese,Main,1,13.49,13.49,Card,Bob,New,Delivery
2024-04-05,Friday,01:13 PM,ORD1455,14,Coffee,Drink,5,2.5,12.5,Card,Bob,New,Delivery
2024-06-14,Friday,04:39 PM,ORD1456,9,Orange Juice,Drink,2,3.29,6.58,Cash,Diana,New,Delivery
2024-06-05,Wednesday,09:50 PM,ORD1457,18,Veggie Pizza,Main,3,11.99,35.97,Card,Diana,New,Dine-in
2024-02-16,Friday,12:19 PM,ORD1458,15,Spaghetti Bolognese,Main,1,13.49,13.49,Online,Diana,Returning,Delivery
2024-06-08,Saturday,06:23 PM,ORD1459,1,Chocolate Cake,Dessert,3,5.99,17.97,Cash,Alice,New,Dine-in
2024-01-27,Saturday,02:48 PM,ORD1460,15,Veggie Pizza,Main,2,11.99,23.98,Online,Alice,New,Dine-in
2024-02-08,Thursday,10:15 AM,ORD1461,11,Apple Pie,Dessert,2,4.79,9.58,Card,Carlos,Returning,Takeaway
2024-04-28,Sunday,09:53 PM,ORD1462,3,Cheeseburger,Main,3,10.49,31.47,Cash,Alice,Returning,Takeaway
2024-01-19,Friday,07:16 PM,ORD1463,7,Apple Pie,Dessert,2,4.79,9.58,Card,Diana,New,Dine-in
2024-03-04,Monday,04:34 PM,ORD1464,2,Tiramisu,Dessert,2,6.49,12.98,Cash,Diana,New,Delivery
2024-06-19,Wednesday,01:33 PM,ORD1465,10,Apple Pie,Dessert,4,4.79,19.16,Card,Bob,New,Delivery
2024-05-20,Monday,06:53 PM,ORD1466,16,French Fries,Side,3,4.5,13.5,Online,Carlos,New,Takeaway
2024-01-14,Sunday,09:22 PM,ORD1467,8,Chocolate Cake,Dessert,1,5.99,5.99,Online,Diana,Returning,Dine-in
2024-02-12,Monday,02:42 PM,ORD1468,8,French Fries,Side,4,4.5,18.0,Cash,Alice,Returning,Delivery
2024-06-01,Saturday,12:38 PM,ORD1469,8,Mozzarella Sticks,Side,1,4.99,4.99,Cash,Diana,New,Delivery
2024-06-07,Friday,03:46 PM,ORD1470,12,Cheeseburger,Main,1,10.49,10.49,Online,Bob,New,Dine-in
2024-05-04,Saturday,01:58 PM,ORD1471,12,Garlic Bread,Side,5,3.49,17.45,Card,Bob,New,Delivery
2024-04-06,Saturday,04:06 PM,ORD1472,2,Lemonade,Drink,3,2.99,8.97,Card,Diana,Returning,Delivery
2024-06-27,Thursday,06:21 PM,ORD1473,6,Chocolate Cake,Dessert,5,5.99,29.95,Online,Carlos,Returning,Delivery
2024-04-29,Monday,02:41 PM,ORD1474,3,Chicken Wings,Side,2,8.99,17.98,Online,Bob,Returning,Takeaway
2024-03-08,Friday,07:14 PM,ORD1475,1,Mozzarella Sticks,Side,4,4.99,19.96,Online,Diana,New,Dine-in
2024-06-07,Friday,04:12 PM,ORD1476,3,Ice Cream,Dessert,3,3.99,11.97,Online,Diana,New,Delivery
2024-06-23,Sunday,06:29 PM,ORD1477,20,Chicken Wings,Side,2,8.99,17.98,Card,Carlos,Returning,Delivery
2024-03-23,Saturday,11:53 AM,ORD1478,3,French Fries,Side,5,4.5,22.5,Cash,Bob,New,Dine-in
2024-02-21,Wednesday,11:49 AM,ORD1479,4,Apple Pie,Dessert,2,4.79,9.58,Cash,Diana,Returning,Delivery
2024-06-08,Saturday,09:58 PM,ORD1480,12,Veggie Pizza,Main,1,11.99,11.99,Cash,Alice,New,Dine-in
2024-06-16,Sunday,06:23 PM,ORD1481,2,Caesar Salad,Side,4,6.99,27.96,Card,Diana,Returning,Delivery
2024-01-15,Monday,08:31 PM,ORD1482,2,Veggie Pizza,Main,5,11.99,59.95,Online,Alice,Returning,Dine-in
2024-02-25,Sunday,06:51 PM,ORD1483,8,French Fries,Side,1,4.5,4.5,Online,Diana,New,Dine-in
2024-05-14,Tuesday,09:12 PM,ORD1484,6,Ice Cream,Dessert,5,3.99,19.95,Online,Diana,New,Delivery
2024-05-27,Monday,04:06 PM,ORD1485,4,Tiramisu,Dessert,4,6.49,25.96,Cash,Bob,Returning,Delivery
2024-03-27,Wednesday,09:13 PM,ORD1486,20,Iced Tea,Drink,5,2.79,13.95,Card,Carlos,Returning,Delivery
2024-03-24,Sunday,04:20 PM,ORD1487,11,Coffee,Drink,4,2.5,10.0,Online,Bob,New,Takeaway
2024-05-20,Monday,02:20 PM,ORD1488,15,Mozzarella Sticks,Side,4,4.99,19.96,Card,Alice,New,Takeaway
2024-06-01,Saturday,10:16 AM,ORD1489,10,Fish Tacos,Main,2,12.59,25.18,Cash,Carlos,New,Dine-in
2024-03-21,Thursday,10:22 AM,ORD1490,17,Veggie Pizza,Main,5,11.99,59.95,Online,Bob,New,Dine-in
2024-04-27,Saturday,04:04 PM,ORD1491,9,Lemonade,Drink,2,2.99,5.98,Card,Bob,New,Takeaway
2024-03-17,Sunday,11:34 AM,ORD1492,7,Orange Juice,Drink,5,3.29,16.45,Online,Alice,Returning,Takeaway
2024-02-14,Wednesday,06:19 PM,ORD1493,10,French Fries,Side,5,4.5,22.5,Cash,Diana,New,Dine-in
2024-03-26,Tuesday,03:56 PM,ORD1494,4,Coffee,Drink,4,2.5,10.0,Cash,Alice,Returning,Dine-in
2024-03-19,Tuesday,06:56 PM,ORD1495,18,Cheeseburger,Main,3,10.49,31.47,Online,Bob,Returning,Delivery
2024-06-27,Thursday,01:46 PM,ORD1496,13,Lemonade,Drink,1,2.99,2.99,Card,Alice,New,Takeaway
2024-03-15,Friday,04:43 PM,ORD1497,11,Lemonade,Drink,2,2.99,5.98,Cash,Diana,New,Delivery
2024-04-12,Friday,02:28 PM,ORD1498,17,Caesar Salad,Side,4,6.99,27.96,Card,Bob,New,Takeaway
2024-05-23,Thursday,01:22 PM,ORD1499,19,Apple Pie,Dessert,4,4.79,19.16,Cash,Bob,New,Dine-in
2024-03-09,Saturday,05:20 PM,ORD1500,3,Garlic Bread,Side,5,3.49,17.45,Cash,Diana,Returning,Takeaway
2024-03-30,Saturday,01:15 PM,ORD1501,20,Garlic Bread,Side,3,3.49,10.47,Online,Alice,Returning,Dine-in
2024-03-30,Saturday,08:31 PM,ORD1502,5,Tiramisu,Dessert,5,6.49,32.45,Card,Alice,New,Dine-in
2024-06-24,Monday,04:22 PM,ORD1503,4,Lemonade,Drink,1,2.99,2.99,Online,Alice,New,Delivery
2024-02-07,Wednesday,02:54 PM,ORD1504,4,Grilled Chicken,Main,3,12.99,38.97,Card,Diana,Returning,Dine-in
2024-03-25,Monday,01:34 PM,ORD1505,7,Chicken Wings,Side,2,8.99,17.98,Online,Carlos,Returning,Delivery
2024-02-06,Tuesday,09:51 PM,ORD1506,19,Grilled Chicken,Main,4,12.99,51.96,Online,Alice,Returning,Dine-in
2024-01-16,Tuesday,02:50 PM,ORD1507,9,Chocolate Cake,Dessert,5,5.99,29.95,Cash,Diana,New,Dine-in
2024-04-09,Tuesday,09:16 PM,ORD1508,4,Veggie Pizza,Main,3,11.99,35.97,Cash,Carlos,Returning,Dine-in
2024-04-07,Sunday,06:40 PM,ORD1509,16,French Fries,Side,3,4.5,13.5,Online,Alice,New,Dine-in
2024-05-08,Wednesday,05:48 PM,ORD1510,2,Chicken Wings,Side,1,8.99,8.99,Cash,Carlos,Returning,Takeaway
2024-04-10,Wednesday,12:40 PM,ORD1511,12,Grilled Chicken,Main,3,12.99,38.97,Card,Carlos,New,Delivery
2024-03-11,Monday,11:03 AM,ORD1512,1,Veggie Pizza,Main,4,11.99,47.96,Online,Carlos,New,Dine-in
2024-03-28,Thursday,04:42 PM,ORD1513,13,Lemonade,Drink,1,2.99,2.99,Online,Bob,Returning,Dine-in
2024-05-26,Sunday,12:36 PM,ORD1514,20,Coffee,Drink,3,2.5,7.5,Card,Diana,New,Dine-in
2024-06-16,Sunday,12:21 PM,ORD1515,5,Chicken Wings,Side,2,8.99,17.98,Card,Bob,Returning,Dine-in
2024-06-16,Sunday,07:38 PM,ORD1516,3,Iced Tea,Drink,3,2.79,8.37,Online,Alice,New,Takeaway
2024-02-07,Wednesday,10:30 AM,ORD1517,14,Garlic Bread,Side,4,3.49,13.96,Card,Diana,Returning,Dine-in
2024-02-18,Sunday,11:49 AM,ORD1518,1,Lemonade,Drink,2,2.99,5.98,Online,Carlos,New,Delivery
2024-02-29,Thursday,01:56 PM,ORD1519,3,Grilled Chicken,Main,3,12.99,38.97,Online,Diana,New,Delivery
2024-06-03,Monday,06:00 PM,ORD1520,13,Mozzarella Sticks,Side,2,4.99,9.98,Card,Diana,New,Dine-in
2024-02-19,Monday,01:51 PM,ORD1521,1,Cheeseburger,Main,4,10.49,41.96,Card,Diana,New,Delivery
2024-06-20,Thursday,01:27 PM,ORD1522,6,Chocolate Cake,Dessert,1,5.99,5.99,Card,Diana,Returning,Takeaway
2024-03-04,Monday,05:17 PM,ORD1523,20,Orange Juice,Drink,1,3.29,3.29,Online,Diana,Returning,Takeaway
2024-06-05,Wednesday,07:45 PM,ORD1524,2,Chicken Wings,Side,5,8.99,44.95,Online,Alice,Returning,Takeaway
2024-01-11,Thursday,02:11 PM,ORD1525,13,Fish Tacos,Main,5,12.59,62.95,Online,Alice,Returning,Delivery
2024-06-10,Monday,10:50 AM,ORD1526,15,Chocolate Cake,Dessert,3,5.99,17.97,Card,Carlos,Returning,Takeaway
2024-02-12,Monday,05:12 PM,ORD1527,2,Spaghetti Bolognese,Main,5,13.49,67.45,Online,Bob,Returning,Delivery
2024-04-25,Thursday,11:32 AM,ORD1528,6,Fish Tacos,Main,1,12.59,12.59,Online,Bob,Returning,Takeaway
2024-03-23,Saturday,05:41 PM,ORD1529,15,Grilled Chicken,Main,2,12.99,25.98,Online,Bob,Returning,Dine-in
2024-03-05,Tuesday,03:31 PM,ORD1530,3,Iced Tea,Drink,1,2.79,2.79,Cash,Diana,Returning,Dine-in
2024-05-14,Tuesday,04:33 PM,ORD1531,6,Fish Tacos,Main,5,12.59,62.95,Card,Diana,New,Dine-in
2024-03-26,Tuesday,07:39 PM,ORD1532,5,Lemonade,Drink,2,2.99,5.98,Cash,Alice,Returning,Takeaway
2024-03-20,Wednesday,05:36 PM,ORD1533,4,Spaghetti Bolognese,Main,2,13.49,26.98,Cash,Bob,New,Delivery
2024-03-05,Tuesday,10:12 AM,ORD1534,16,Tiramisu,Dessert,4,6.49,25.96,Online,Alice,Returning,Dine-in
2024-02-25,Sunday,08:02 PM,ORD1535,14,Apple Pie,Dessert,4,4.79,19.16,Card,Alice,New,Dine-in
2024-05-20,Monday,02:44 PM,ORD1536,2,Chicken Wings,Side,2,8.99,17.98,Cash,Bob,New,Delivery
2024-03-30,Saturday,10:37 AM,ORD1537,19,Lemonade,Drink,1,2.99,2.99,Online,Carlos,Returning,Dine-in
2024-01-13,Saturday,11:51 AM,ORD1538,6,Coffee,Drink,2,2.5,5.0,Online,Carlos,New,Takeaway
2024-05-28,Tuesday,04:08 PM,ORD1539,10,Cheeseburger,Main,1,10.49,10.49,Card,Carlos,Returning,Dine-in
2024-04-19,Friday,07:23 PM,ORD1540,16,Caesar Salad,Side,3,6.99,20.97,Cash,Alice,Returning,Takeaway
2024-05-14,Tuesday,05:03 PM,ORD1541,7,Fish Tacos,Main,2,12.59,25.18,Online,Alice,New,Delivery
2024-06-10,Monday,07:01 PM,ORD1542,20,Caesar Salad,Side,4,6.99,27.96,Online,Carlos,Returning,Delivery
2024-03-22,Friday,02:25 PM,ORD1543,20,Fish Tacos,Main,5,12.59,62.95,Card,Bob,Returning,Delivery
2024-06-10,Monday,06:29 PM,ORD1544,20,Apple Pie,Dessert,2,4.79,9.58,Cash,Carlos,New,Dine-in
2024-01-31,Wednesday,10:24 AM,ORD1545,7,Tiramisu,Dessert,1,6.49,6.49,Online,Diana,Returning,Dine-in
2024-03-26,Tuesday,03:58 PM,ORD1546,1,Chicken Wings,Side,2,8.99,17.98,Online,Bob,Returning,Takeaway
2024-01-18,Thursday,03:15 PM,ORD1547,18,Spaghetti Bolognese,Main,5,13.49,67.45,Card,Alice,New,Delivery
2024-03-26,Tuesday,03:49 PM,ORD1548,20,Orange Juice,Drink,5,3.29,16.45,Cash,Bob,New,Takeaway
2024-03-27,Wednesday,09:28 PM,ORD1549,2,Apple Pie,Dessert,4,4.79,19.16,Online,Bob,Returning,Dine-in
2024-06-09,Sunday,05:51 PM,ORD1550,15,Chicken Wings,Side,3,8.99,26.97,Card,Alice,Returning,Delivery
2024-06-22,Saturday,03:23 PM,ORD1551,1,Chicken Wings,Side,5,8.99,44.95,Cash,Carlos,Returning,Dine-in
2024-02-08,Thursday,02:47 PM,ORD1552,13,Grilled Chicken,Main,3,12.99,38.97,Online,Bob,Returning,Dine-in
2024-06-01,Saturday,11:59 AM,ORD1553,2,Spaghetti Bolognese,Main,3,13.49,40.47,Card,Diana,New,Takeaway
2024-03-01,Friday,04:20 PM,ORD1554,7,Tiramisu,Dessert,3,6.49,19.47,Online,Carlos,New,Dine-in
2024-04-05,Friday,10:38 AM,ORD1555,15,Chocolate Cake,Dessert,1,5.99,5.99,Online,Alice,Returning,Delivery
2024-02-09,Friday,01:14 PM,ORD1556,17,Garlic Bread,Side,4,3.49,13.96,Card,Carlos,New,Dine-in
2024-05-12,Sunday,09:32 PM,ORD1557,2,Lemonade,Drink,2,2.99,5.98,Card,Diana,New,Dine-in
2024-03-20,Wednesday,10:45 AM,ORD1558,15,Caesar Salad,Side,3,6.99,20.97,Cash,Alice,Returning,Dine-in
2024-05-27,Monday,03:19 PM,ORD1559,7,Chocolate Cake,Dessert,3,5.99,17.97,Cash,Carlos,Returning,Delivery
2024-03-22,Friday,05:31 PM,ORD1560,5,French Fries,Side,3,4.5,13.5,Cash,Carlos,New,Dine-in
2024-06-08,Saturday,07:33 PM,ORD1561,7,Fish Tacos,Main,1,12.59,12.59,Online,Carlos,Returning,Takeaway
2024-02-06,Tuesday,02:50 PM,ORD1562,3,Ice Cream,Dessert,2,3.99,7.98,Card,Carlos,Returning,Dine-in
2024-02-03,Saturday,10:29 AM,ORD1563,4,Apple Pie,Dessert,1,4.79,4.79,Card,Alice,New,Takeaway
2024-04-10,Wednesday,01:03 PM,ORD1564,12,Tiramisu,Dessert,5,6.49,32.45,Card,Carlos,New,Delivery
2024-06-20,Thursday,07:06 PM,ORD1565,19,Caesar Salad,Side,4,6.99,27.96,Cash,Alice,Returning,Dine-in
2024-04-26,Friday,03:17 PM,ORD1566,8,Tiramisu,Dessert,4,6.49,25.96,Cash,Bob,Returning,Takeaway
2024-04-10,Wednesday,01:07 PM,ORD1567,15,Garlic Bread,Side,3,3.49,10.47,Card,Alice,New,Takeaway
2024-01-29,Monday,03:59 PM,ORD1568,6,Apple Pie,Dessert,4,4.79,19.16,Card,Carlos,New,Delivery
2024-01-27,Saturday,04:55 PM,ORD1569,18,French Fries,Side,3,4.5,13.5,Online,Alice,Returning,Delivery
2024-04-28,Sunday,04:50 PM,ORD1570,20,Coffee,Drink,2,2.5,5.0,Cash,Bob,Returning,Takeaway
2024-01-17,Wednesday,03:48 PM,ORD1571,14,Chocolate Cake,Dessert,5,5.99,29.95,Card,Carlos,New,Dine-in
2024-06-18,Tuesday,09:25 PM,ORD1572,16,Caesar Salad,Side,5,6.99,34.95,Cash,Diana,Returning,Delivery
2024-01-25,Thursday,05:35 PM,ORD1573,13,Iced Tea,Drink,3,2.79,8.37,Cash,Alice,Returning,Takeaway
2024-05-06,Monday,09:00 PM,ORD1574,7,Cheeseburger,Main,1,10.49,10.49,Cash,Alice,New,Delivery
2024-02-08,Thursday,05:43 PM,ORD1575,13,Chicken Wings,Side,3,8.99,26.97,Online,Diana,New,Dine-in
2024-06-23,Sunday,03:24 PM,ORD1576,10,Spaghetti Bolognese,Main,5,13.49,67.45,Card,Carlos,New,Delivery
2024-01-03,Wednesday,08:26 PM,ORD1577,5,Fish Tacos,Main,4,12.59,50.36,Card,Alice,Returning,Delivery
2024-01-14,Sunday,10:00 AM,ORD1578,4,Chicken Wings,Side,3,8.99,26.97,Card,Alice,New,Takeaway
2024-06-28,Friday,08:04 PM,ORD1579,13,Orange Juice,Drink,3,3.29,9.87,Card,Diana,Returning,Delivery
2024-02-24,Saturday,09:18 PM,ORD1580,5,Iced Tea,Drink,4,2.79,11.16,Cash,Diana,Returning,Takeaway
2024-02-09,Friday,02:55 PM,ORD1581,1,Lemonade,Drink,2,2.99,5.98,Cash,Alice,New,Delivery
2024-05-04,Saturday,09:13 PM,ORD1582,3,Coffee,Drink,2,2.5,5.0,Cash,Diana,Returning,Delivery
2024-06-03,Monday,05:15 PM,ORD1583,17,Iced Tea,Drink,4,2.79,11.16,Card,Diana,Returning,Takeaway
2024-02-27,Tuesday,01:10 PM,ORD1584,1,Coffee,Drink,5,2.5,12.5,Online,Diana,New,Delivery
2024-05-08,Wednesday,02:35 PM,ORD1585,19,Coffee,Drink,5,2.5,12.5,Card,Alice,New,Delivery
2024-05-03,Friday,04:17 PM,ORD1586,16,French Fries,Side,5,4.5,22.5,Online,Alice,New,Delivery
2024-05-14,Tuesday,02:46 PM,ORD1587,3,Tiramisu,Dessert,5,6.49,32.45,Online,Alice,New,Takeaway
2024-06-10,Monday,09:19 PM,ORD1588,19,Caesar Salad,Side,5,6.99,34.95,Card,Alice,Returning,Delivery
2024-01-03,Wednesday,06:00 PM,ORD1589,16,Tiramisu,Dessert,5,6.49,32.45,Online,Carlos,Returning,Takeaway
2024-03-16,Saturday,02:56 PM,ORD1590,20,Iced Tea,Drink,1,2.79,2.79,Online,Carlos,Returning,Dine-in
2024-06-10,Monday,06:04 PM,ORD1591,2,Iced Tea,Drink,5,2.79,13.95,Online,Carlos,New,Takeaway
2024-05-04,Saturday,11:24 AM,ORD1592,3,Lemonade,Drink,5,2.99,14.95,Card,Carlos,New,Delivery
2024-03-12,Tuesday,02:41 PM,ORD1593,4,Veggie Pizza,Main,1,11.99,11.99,Online,Bob,New,Delivery
2024-04-24,Wednesday,04:18 PM,ORD1594,8,Iced Tea,Drink,3,2.79,8.37,Card,Bob,New,Takeaway
2024-01-22,Monday,12:28 PM,ORD1595,14,Lemonade,Drink,4,2.99,11.96,Card,Bob,Returning,Delivery
2024-06-12,Wednesday,12:51 PM,ORD1596,12,Chocolate Cake,Dessert,5,5.99,29.95,Cash,Carlos,New,Dine-in
2024-02-12,Monday,05:55 PM,ORD1597,10,Orange Juice,Drink,4,3.29,13.16,Card,Bob,Returning,Delivery
2024-06-29,Saturday,04:39 PM,ORD1598,5,Apple Pie,Dessert,3,4.79,14.37,Online,Diana,New,Takeaway
2024-04-24,Wednesday,04:31 PM,ORD1599,2,Garlic Bread,Side,5,3.49,17.45,Cash,Carlos,Returning,Delivery
2024-06-15,Saturday,02:39 PM,ORD1600,9,Garlic Bread,Side,3,3.49,10.47,Cash,Carlos,Returning,Takeaway
2024-06-21,Friday,02:07 PM,ORD1601,11,Chocolate Cake,Dessert,5,5.99,29.95,Online,Bob,Returning,Delivery
2024-01-03,Wednesday,09:28 PM,ORD1602,1,Grilled Chicken,Main,1,12.99,12.99,Card,Alice,New,Delivery
2024-04-24,Wednesday,03:59 PM,ORD1603,9,Ice Cream,Dessert,3,3.99,11.97,Cash,Alice,New,Delivery
2024-01-24,Wednesday,10:58 AM,ORD1604,4,Chocolate Cake,Dessert,5,5.99,29.95,Online,Alice,New,Delivery
2024-02-03,Saturday,04:24 PM,ORD1605,6,Iced Tea,Drink,1,2.79,2.79,Card,Carlos,Returning,Delivery
2024-01-20,Saturday,08:54 PM,ORD1606,14,Tiramisu,Dessert,3,6.49,19.47,Online,Carlos,Returning,Dine-in
2024-01-19,Friday,02:43 PM,ORD1607,13,Cheeseburger,Main,4,10.49,41.96,Card,Alice,Returning,Takeaway
2024-02-15,Thursday,05:31 PM,ORD1608,7,Caesar Salad,Side,4,6.99,27.96,Online,Diana,New,Delivery
2024-05-05,Sunday,11:51 AM,ORD1609,14,Lemonade,Drink,5,2.99,14.95,Cash,Alice,Returning,Delivery
2024-03-07,Thursday,11:45 AM,ORD1610,3,Cheeseburger,Main,1,10.49,10.49,Online,Carlos,Returning,Dine-in
2024-05-07,Tuesday,12:32 PM,ORD1611,13,Grilled Chicken,Main,1,12.99,12.99,Card,Bob,Returning,Takeaway
2024-05-27,Monday,10:03 AM,ORD1612,16,Fish Tacos,Main,4,12.59,50.36,Card,Diana,New,Delivery
2024-02-27,Tuesday,10:03 AM,ORD1613,4,Orange Juice,Drink,4,3.29,13.16,Online,Carlos,Returning,Delivery
2024-03-18,Monday,04:50 PM,ORD1614,12,Cheeseburger,Main,1,10.49,10.49,Online,Carlos,New,Takeaway
2024-03-15,Friday,09:03 PM,ORD1615,18,Chocolate Cake,Dessert,2,5.99,11.98,Cash,Diana,New,Takeaway
2024-06-27,Thursday,04:39 PM,ORD1616,16,French Fries,Side,3,4.5,13.5,Cash,Diana,New,Dine-in
2024-01-10,Wednesday,01:17 PM,ORD1617,8,Grilled Chicken,Main,5,12.99,64.95,Card,Diana,New,Delivery
2024-06-13,Thursday,03:15 PM,ORD1618,15,Apple Pie,Dessert,5,4.79,23.95,Cash,Alice,Returning,Dine-in
2024-03-27,Wednesday,10:43 AM,ORD1619,7,Orange Juice,Drink,1,3.29,3.29,Online,Diana,New,Delivery
2024-05-28,Tuesday,01:58 PM,ORD1620,5,Caesar Salad,Side,1,6.99,6.99,Card,Alice,Returning,Delivery
2024-01-12,Friday,02:08 PM,ORD1621,6,Lemonade,Drink,1,2.99,2.99,Online,Alice,Returning,Dine-in
2024-04-26,Friday,08:25 PM,ORD1622,3,Iced Tea,Drink,5,2.79,13.95,Cash,Alice,Returning,Delivery
2024-06-06,Thursday,01:45 PM,ORD1623,14,Caesar Salad,Side,2,6.99,13.98,Card,Diana,Returning,Dine-in
2024-06-24,Monday,07:49 PM,ORD1624,11,Chicken Wings,Side,2,8.99,17.98,Cash,Alice,New,Takeaway
2024-01-17,Wednesday,12:03 PM,ORD1625,14,Veggie Pizza,Main,2,11.99,23.98,Cash,Carlos,New,Takeaway
2024-03-03,Sunday,07:55 PM,ORD1626,4,Cheeseburger,Main,2,10.49,20.98,Online,Diana,New,Dine-in
2024-05-04,Saturday,11:22 AM,ORD1627,6,Grilled Chicken,Main,1,12.99,12.99,Cash,Carlos,Returning,Delivery
2024-05-01,Wednesday,09:48 PM,ORD1628,5,Lemonade,Drink,2,2.99,5.98,Online,Carlos,Returning,Takeaway
2024-03-02,Saturday,12:58 PM,ORD1629,6,Cheeseburger,Main,5,10.49,52.45,Online,Diana,New,Delivery
2024-03-18,Monday,03:56 PM,ORD1630,18,Coffee,Drink,1,2.5,2.5,Cash,Bob,New,Delivery
2024-01-25,Thursday,08:33 PM,ORD1631,17,Mozzarella Sticks,Side,5,4.99,24.95,Cash,Diana,New,Takeaway
2024-01-14,Sunday,01:18 PM,ORD1632,16,French Fries,Side,2,4.5,9.0,Card,Bob,New,Delivery
2024-01-12,Friday,10:55 AM,ORD1633,7,Mozzarella Sticks,Side,3,4.99,14.97,Card,Carlos,Returning,Delivery
2024-04-26,Friday,10:44 AM,ORD1634,18,French Fries,Side,1,4.5,4.5,Cash,Bob,New,Takeaway
2024-05-11,Saturday,11:58 AM,ORD1635,15,Caesar Salad,Side,2,6.99,13.98,Online,Carlos,Returning,Dine-in
2024-06-22,Saturday,03:33 PM,ORD1636,11,Ice Cream,Dessert,1,3.99,3.99,Cash,Alice,New,Delivery
2024-04-15,Monday,01:24 PM,ORD1637,3,Orange Juice,Drink,2,3.29,6.58,Card,Diana,New,Takeaway
2024-02-07,Wednesday,01:41 PM,ORD1638,13,Tiramisu,Dessert,2,6.49,12.98,Card,Bob,Returning,Delivery
2024-02-19,Monday,08:47 PM,ORD1639,7,Mozzarella Sticks,Side,3,4.99,14.97,Card,Bob,New,Delivery
2024-05-25,Saturday,11:01 AM,ORD1640,4,Veggie Pizza,Main,2,11.99,23.98,Card,Diana,Returning,Dine-in
2024-03-28,Thursday,01:45 PM,ORD1641,6,Spaghetti Bolognese,Main,5,13.49,67.45,Online,Bob,New,Dine-in
2024-04-15,Monday,06:54 PM,ORD1642,19,Apple Pie,Dessert,2,4.79,9.58,Card,Diana,Returning,Dine-in
2024-04-19,Friday,02:12 PM,ORD1643,14,Ice Cream,Dessert,3,3.99,11.97,Online,Bob,New,Delivery
2024-01-02,Tuesday,05:07 PM,ORD1644,16,Cheeseburger,Main,1,10.49,10.49,Online,Alice,Returning,Delivery
2024-04-10,Wednesday,06:10 PM,ORD1645,16,French Fries,Side,4,4.5,18.0,Cash,Alice,New,Delivery
